 YR   MON  NINO1+2  ANOM   NINO3    ANOM   NINO4    ANOM   NINO3.4  ANOM
2009   2   25.53   -0.38   26.16   -0.22   27.34   -0.74   26.02   -0.71
2009   3   25.48   -0.89   26.62   -0.51   27.85   -0.32   26.66   -0.57
2009   4   25.84    0.27   27.38   -0.04   28.36   -0.03   27.53   -0.13
2009   5   24.95    0.52   27.57    0.47   29.09    0.40   28.10    0.33
2009   6   24.09    1.02   27.15    0.68   29.15    0.48   28.06    0.53
2009   7   23.09    1.12   26.56    0.91   29.13    0.52   27.88    0.78
2009   8   22.03    1.02   25.90    0.84   29.20    0.71   27.51    0.76
2009   9   21.48    0.71   25.74    0.80   29.24    0.73   27.48    0.78
2009  10   21.64    0.57   25.82    0.87   29.68    1.17   27.73    1.09
2009  11   21.99    0.25   26.13    1.07   29.90    1.44   28.17    1.57
2009  12   23.21    0.31   26.69    1.48   29.80    1.45   28.51    1.94
2010   1   24.70    0.17   26.86    1.21   29.58    1.42   28.32    1.76
2010   2   26.16    0.24   27.37    1.00   29.25    1.18   28.19    1.45
2010   3   26.54    0.16   28.04    0.91   29.18    1.01   28.46    1.23
2010   4   26.04    0.47   28.08    0.66   29.28    0.89   28.49    0.82
2010   5   24.75    0.33   27.34    0.24   29.27    0.57   28.13    0.36
2010   6   23.26    0.19   26.32   -0.15   28.76    0.09   27.35   -0.18
2010   7   21.11   -0.87   24.95   -0.70   28.33   -0.28   26.44   -0.67
2010   8   19.49   -1.52   24.21   -0.85   27.82   -0.68   25.70   -1.05
2010   9   19.28   -1.49   23.83   -1.11   27.47   -1.05   25.36   -1.34
2010  10   19.73   -1.34   23.67   -1.28   27.35   -1.16   25.25   -1.40
2010  11   20.44   -1.30   23.68   -1.37   27.47   -0.99   25.20   -1.41
2010  12   22.07   -0.83   24.00   -1.21   27.54   -0.81   25.29   -1.28
