                 STATE             ST_ABB     YR       P_CAP         HWY        WATER       UTIL          PC         GSP       EMP      UNEMP
                 NORTH_DAKOTA        ND      1975      4458.28     2903.68      331.88     1222.72     13488.09      8267      203.6      3.6
                 NORTH_DAKOTA        ND      1976      4492.23     2903.34      348.23     1240.67     15078.43      8167      215.0      3.6
                 NORTH_DAKOTA        ND      1977      4573.94     2943.62      369.74     1260.58     15049.51      8077      221.1      4.8
                 NORTH_DAKOTA        ND      1978      4628.15     2985.13      393.92     1249.10     15397.12      9020      234.0      4.8
                 NORTH_DAKOTA        ND      1979      4704.64     3011.56      431.75     1261.33     15889.87      9562      244.2      3.7
                 NORTH_DAKOTA        ND      1980      4798.61     3050.67      465.06     1282.89     16426.81      9525      245.2      5.0
                 NORTH_DAKOTA        ND      1981      4888.20     3070.19      499.31     1318.70     20919.99     10532      249.4      5.0
                 NORTH_DAKOTA        ND      1982      4893.00     3065.00      509.81     1318.18     21461.22     10293      249.7      5.9
                 NORTH_DAKOTA        ND      1983      4929.21     3061.18      523.49     1344.54     21655.24      9700      250.6      5.6
                 NORTH_DAKOTA        ND      1984      4929.23     3054.36      531.07     1343.81     21663.82     10043      252.5      5.1
                 NORTH_DAKOTA        ND      1985      4968.32     3087.35      540.84     1340.13     22019.74      9884      252.0      5.9
                 NORTH_DAKOTA        ND      1986      5014.77     3125.82      545.24     1343.70     21556.51      9806      249.9      6.3
                 OHIO                OH      1970     48317.68    23653.22     8042.87    16621.59    106396.06    121293     3880.7      5.4
                 OHIO                OH      1971     50241.05    24331.77     8185.73    17723.55    110274.99    122871     3839.6      6.5
                 OHIO                OH      1972     51395.75    24733.59     8222.16    18440.00    114219.33    128649     3938.4      5.5
                 OHIO                OH      1973     52356.39    24882.94     8181.22    19292.23    118487.46    137636     4112.9      4.3
                 OHIO                OH      1974     52834.75    24967.19     8073.31    19794.25    124345.66    134923     4169.4      5.0
                 OHIO                OH      1975     53464.68    25063.58     8154.51    20246.59    130164.06    127128     4016.2      9.1
                 OHIO                OH      1976     54188.05    24980.44     8182.63    21024.99    123122.24    133697     4094.6      7.8
                 OHIO                OH      1977     54969.48    24924.30     8163.67    21881.51    126663.68    140466     4230.1      6.5
                 OHIO                OH      1978     55391.11    24781.45     8188.06    22421.61    130514.81    146947     4394.9      5.4
                 OHIO                OH      1979     56115.22    24696.32     8735.81    22683.09    135552.69    147766     4484.8      5.9
                 OHIO                OH      1980     56513.62    24562.73     9220.96    22729.93    141143.03    140782     4367.4      8.4
                 OHIO                OH      1981     56980.17    24343.52     9746.70    22889.95    130138.76    141743     4317.7      9.6
                 OHIO                OH      1982     57101.01    24029.59    10083.59    22987.83    133828.40    134204     4124.3     13.0
                 OHIO                OH      1983     56929.04    23773.55    10340.46    22815.02    135942.45    137411     4092.5     12.0
                 OHIO                OH      1984     56648.46    23606.36    10301.22    22740.88    137605.78    147979     4260.2      9.4
                 OHIO                OH      1985     56463.31    23826.13    10347.15    22290.03    141449.34    152689     4372.9      8.9
                 OHIO                OH      1986     56283.12    23755.80    10438.18    22089.14    139129.61    156541     4471.4      8.1
                 OKLAHOMA            OK      1970     11168.19     5732.80     1486.50     3948.89     38990.92     33262      762.6      4.4
                 OKLAHOMA            OK      1971     11478.15     5929.05     1490.06     4059.04     40190.70     33879      774.4      4.9
                 OKLAHOMA            OK      1972     11680.58     5994.30     1490.32     4195.95     40932.34     35190      811.9      4.5
                 OKLAHOMA            OK      1973     11832.90     5697.07     1502.23     4633.60     41815.94     36333      851.9      4.2
                 OKLAHOMA            OK      1974     12026.61     5821.31     1504.27     4701.03     43288.99     36110      886.9      4.4
                 OKLAHOMA            OK      1975     12396.49     5890.24     1563.42     4942.83     44637.52     35967      899.7      7.2
                 OKLAHOMA            OK      1976     12730.82     5926.67     1582.08     5222.08     49044.39     37376      931.1      5.6
                 OKLAHOMA            OK      1977     12979.01     5936.34     1660.13     5382.55     49679.55     39235      971.5      5.0
                 OKLAHOMA            OK      1978     13229.51     5972.49     1772.14     5484.88     51180.23     41564     1035.7      3.9
                 OKLAHOMA            OK      1979     13492.11     6001.28     1874.55     5616.29     53110.66     43535     1087.9      3.4
                 OKLAHOMA            OK      1980     13835.66     6039.31     1978.89     5817.46     55318.19     44944     1138.1      4.8
                 OKLAHOMA            OK      1981     14248.02     6072.15     2074.79     6101.08     63264.52     47236     1201.2      3.6
                 OKLAHOMA            OK      1982     14564.32     6131.31     2093.83     6339.19     65824.58     48700     1216.9      5.7
                 OKLAHOMA            OK      1983     14766.51     6159.51     2107.75     6499.26     67358.60     46425     1170.6      9.0
                 OKLAHOMA            OK      1984     15088.88     6263.83     2163.79     6661.26     68096.06     47499     1180.3      7.0
                 OKLAHOMA            OK      1985     15480.80     6331.49     2296.72     6852.59     69848.25     47178     1165.3      7.1
                 OKLAHOMA            OK      1986     15891.09     6405.81     2469.94     7015.33     64625.86     45928     1124.4      8.2
                 OREGON              OR      1970     11143.64     5522.14     1700.12     3921.39     22546.05     22350      710.5      6.2
                 OREGON              OR      1971     11481.58     5641.79     1727.20     4112.59     23425.25     23280      729.1      6.6
                 OREGON              OR      1972     11830.75     5868.40     1804.21     4158.15     24286.22     25356      774.7      5.7
                 OREGON              OR      1973     12150.51     6085.11     1824.76     4240.64     25304.46     26976      816.2      5.3
                 OREGON              OR      1974     12912.83     6313.44     1862.00     4737.40     26641.39     27744      838.2      7.5
                 OREGON              OR      1975     13214.80     6322.44     1964.90     4927.46     27836.41     27474      837.4     11.0
                 OREGON              OR      1976     13671.14     6354.98     2114.32     5201.85     30422.64     29559      878.5      9.5
                 OREGON              OR      1977     13976.13     6408.58     2228.32     5339.24     31180.19     31397      936.9      7.4
                 OREGON              OR      1978     14350.99     6376.73     2333.49     5640.77     32072.20     33793     1009.2      6.1
                 OREGON              OR      1979     14724.22     6372.79     2486.81     5864.62     33272.01     35296     1056.0      6.8
                 OREGON              OR      1980     15020.05     6373.70     2595.82     6050.53     34618.64     34762     1044.6      8.3
                 OREGON              OR      1981     15420.55     6437.47     2735.99     6247.10     36469.81     33614     1018.7      9.9
                 OREGON              OR      1982     15666.86     6498.98     2809.85     6358.04     37341.17     31148      961.1     12.0
                 OREGON              OR      1983     15743.83     6563.95     2871.30     6308.57     37792.98     31899      966.7     11.0
                 OREGON              OR      1984     15759.04     6589.36     2876.97     6292.70     38276.78     33747     1006.9      9.4
                 OREGON              OR      1985     15844.49     6639.98     2914.08     6290.43     39308.40     34769     1030.0      8.8
                 OREGON              OR      1986     15947.63     6716.47     2930.22     6300.93     37419.60     35934     1058.5      8.5
                 PENNSYLVANIA        PA      1970     50428.35    21507.10     6873.42    22047.83    105738.93    129967     4351.6      4.5
                 PENNSYLVANIA        PA      1971     53374.91    22873.38     7025.09    23476.44    109965.27    130120     4291.3      5.4
                 PENNSYLVANIA        PA      1972     56250.56    24070.94     7202.57    24977.05    114031.51    136028     4400.0      5.4
                 PENNSYLVANIA        PA      1973     58090.06    24636.92     7318.54    26134.60    118691.16    142970     4506.5      4.8
                 PENNSYLVANIA        PA      1974     59430.51    25171.81     7373.42    26885.28    124688.11    140616     4514.6      5.1
                 PENNSYLVANIA        PA      1975     60860.60    25623.54     7590.82    27646.23    130578.37    135828     4435.8      8.3
                 PENNSYLVANIA        PA      1976     61871.02    26024.77     7755.33    28090.92    124414.86    140178     4512.8      7.9
                 PENNSYLVANIA        PA      1977     62830.91    26341.98     7927.55    28561.39    127274.82    144091     4565.2      7.7
                 PENNSYLVANIA        PA      1978     62861.36    26307.55     8126.83    28426.98    131212.42    148130     4716.2      6.9
                 PENNSYLVANIA        PA      1979     62652.44    26037.41     8359.35    28255.68    136305.43    149431     4806.1      6.9
                 PENNSYLVANIA        PA      1980     62617.53    25614.52     8656.53    28346.47    141870.43    145367     4753.1      7.8
                 PENNSYLVANIA        PA      1981     62440.58    25108.39     8987.35    28344.83    132965.78    146570     4728.9      8.4
                 PENNSYLVANIA        PA      1982     62061.65    24753.64     9231.40    28076.61    136800.58    141282     4580.1     11.0
                 PENNSYLVANIA        PA      1983     61479.97    24476.17     9208.68    27795.12    139072.15    143923     4524.3     12.0
                 PENNSYLVANIA        PA      1984     61158.43    24200.25     9085.60    27872.58    141054.14    151405     4654.8      9.1
                 PENNSYLVANIA        PA      1985     60661.77    23961.42     8915.94    27784.41    145339.04    155809     4730.3      8.0
                 PENNSYLVANIA        PA      1986     60244.69    23854.84     8826.75    27563.10    145433.99    160862     4790.9      6.8
                 RHODE_ISLAND        RI      1970      4310.22     2264.59      572.26     1473.37      5437.28      9824      344.1      5.2
                 RHODE_ISLAND        RI      1971      4451.24     2278.20      591.72     1581.31      5610.11      9849      342.8      6.8
                 RHODE_ISLAND        RI      1972      4493.55     2224.36      571.84     1697.34      5845.79     10247      358.1      6.5
                 RHODE_ISLAND        RI      1973      4498.12     2179.26      563.72     1755.15      6109.18     10496      365.9      6.2
                 RHODE_ISLAND        RI      1974      4490.52     2164.89      555.89     1769.75      6470.03      9888      367.0      7.3
                 RHODE_ISLAND        RI      1975      4463.83     2139.15      554.58     1770.11      6799.79      9433      349.2     11.0
                 RHODE_ISLAND        RI      1976      4437.89     2095.73      561.10     1781.06      6123.78      9968      366.7      8.1
                 RHODE_ISLAND        RI      1977      4443.85     2052.80      589.14     1801.90      6286.71     10323      381.7      8.6
                 RHODE_ISLAND        RI      1978      4442.70     2016.80      656.02     1769.88      6499.15     10610      395.8      6.6
                 RHODE_ISLAND        RI      1979      4430.52     1988.83      693.61     1748.08      6803.93     10734      400.0      6.6
                 RHODE_ISLAND        RI      1980      4411.81     1959.41      727.15     1725.25      7154.94     10518      398.3      7.2
                 RHODE_ISLAND        RI      1981      4396.28     1928.90      754.45     1712.92      7057.35     10848      401.4      7.6
                 RHODE_ISLAND        RI      1982      4342.85     1906.68      765.37     1670.79      7323.77     10592      390.5     10.0
                 RHODE_ISLAND        RI      1983      4302.36     1878.80      769.74     1653.83      7503.27     11022      396.3      8.3
                 RHODE_ISLAND        RI      1984      4251.45     1860.02      761.93     1629.50      7684.10     12011      416.4      5.3
                 RHODE_ISLAND        RI      1985      4230.74     1860.07      779.73     1590.94      8001.04     12572      429.2      4.9
                 RHODE_ISLAND        RI      1986      4254.36     1884.02      800.83     1569.50      8191.84     13283      442.5      4.0
                 SOUTH_CAROLINA      SC      1970      8250.43     4003.53     1094.79     3152.11     24322.74     20924      842.0      5.0
                 SOUTH_CAROLINA      SC      1971      8694.41     4102.90     1188.11     3403.39     26387.60     21626      862.6      5.3
                 SOUTH_CAROLINA      SC      1972      9115.22     4235.03     1352.97     3527.22     27298.70     23156      920.3      4.2
                 SOUTH_CAROLINA      SC      1973      9554.06     4348.79     1474.87     3730.40     28224.77     24919      984.0      3.7
                 SOUTH_CAROLINA      SC      1974     10014.14     4508.21     1562.14     3943.79     29549.55     25153     1015.8      4.5
                 SOUTH_CAROLINA      SC      1975     10637.46     4644.35     1639.24     4353.87     30901.75     24483      982.6      8.7
                 SOUTH_CAROLINA      SC      1976     11097.59     4728.06     1665.89     4703.64     34992.84     26304     1038.1      6.9
                 SOUTH_CAROLINA      SC      1977     11500.56     4766.46     1673.79     5060.31     35544.29     27791     1081.7      7.2
                 SOUTH_CAROLINA      SC      1978     11653.18     4715.39     1676.79     5260.99     36518.61     29587     1137.5      5.7
                 SOUTH_CAROLINA      SC      1979     11911.50     4700.13     1744.90     5466.48     37807.33     30989     1176.0      5.0
                 SOUTH_CAROLINA      SC      1980     12263.76     4689.82     1804.03     5769.91     39198.08     31303     1188.8      6.9
                 SOUTH_CAROLINA      SC      1981     12577.08     4671.24     1838.99     6066.85     40311.84     32533     1196.4      8.4
                 SOUTH_CAROLINA      SC      1982     12972.01     4633.78     1932.60     6405.63     41342.05     31940     1162.3     11.0
                 SOUTH_CAROLINA      SC      1983     13110.97     4522.20     1997.51     6591.27     41914.56     33914     1189.0     10.0
                 SOUTH_CAROLINA      SC      1984     13172.84     4448.16     2086.57     6638.11     42318.87     36736     1262.5      7.1
                 SOUTH_CAROLINA      SC      1985     13211.81     4462.60     2131.34     6617.87     43299.52     37687     1296.2      6.8
                 SOUTH_CAROLINA      SC      1986     13391.24     4491.38     2181.72     6718.14     48248.27     39281     1338.0      6.2
                 SOUTH_DAKOTA        SD      1970      4173.17     3034.09      258.85      880.23      9202.46      5864      175.4      3.3
                 SOUTH_DAKOTA        SD      1971      4261.98     3081.08      268.64      912.26      9436.08      6065      179.0      3.7
                 SOUTH_DAKOTA        SD      1972      4333.46     3131.49      261.19      940.78      9688.61      6481      189.9      3.7
                 SOUTH_DAKOTA        SD      1973      4407.53     3145.05      270.82      991.66     10017.65      7048      199.1      3.3
                 SOUTH_DAKOTA        SD      1974      4501.83     3195.26      272.96     1033.61     10458.03      6936      206.6      3.5
                 SOUTH_DAKOTA        SD      1975      4630.20     3238.72      279.35     1112.12     10832.66      7154      209.3      3.7
                 SOUTH_DAKOTA        SD      1976      4732.91     3256.92      287.71     1188.28     11153.46      6922      218.6      3.4
                 SOUTH_DAKOTA        SD      1977      4840.82     3291.01      286.76     1263.05     11058.96      7411      226.6      3.3
                 SOUTH_DAKOTA        SD      1978      4895.63     3274.12      290.55     1330.97     11324.24      7800      236.6      3.0
                 SOUTH_DAKOTA        SD      1979      4998.02     3263.74      308.57     1425.71     11686.06      8164      241.4      3.5
                 SOUTH_DAKOTA        SD      1980      5067.50     3244.97      327.55     1494.98     12084.49      7841      238.0      4.9
                 SOUTH_DAKOTA        SD      1981      5125.45     3228.59      349.02     1547.83     11911.36      8009      236.0      5.1
                 SOUTH_DAKOTA        SD      1982      5178.56     3222.48      372.98     1583.10     12036.85      7835      230.2      5.5
                 SOUTH_DAKOTA        SD      1983      5162.24     3201.09      394.14     1567.01     11996.73      7660      235.3      5.4
                 SOUTH_DAKOTA        SD      1984      5146.61     3199.35      406.21     1541.04     11982.06      8200      247.0      4.3
                 SOUTH_DAKOTA        SD      1985      5148.18     3211.40      422.71     1514.07     12209.44      8418      249.4      5.1
                 SOUTH_DAKOTA        SD      1986      5281.22     3231.13      523.95     1526.14     11305.15      8760      251.9      4.7
                 TENNESSE            TN      1970     20949.51     9280.24     2787.57     8881.70     38417.96     34769     1327.6      4.8
                 TENNESSE            TN      1971     21687.41     9506.84     2869.86     9310.70     40374.38     36771     1356.8      5.0
                 TENNESSE            TN      1972     22448.25     9660.19     3084.42     9703.64     41983.03     40403     1450.1      3.6
                 TENNESSE            TN      1973     22886.75     9744.11     3117.33    10025.31     43491.51     43424     1531.1      3.0
                 TENNESSE            TN      1974     23184.46     9861.13     3152.00    10171.34     45836.89     43052     1558.2      3.9
                 TENNESSE            TN      1975     23972.49     9981.10     3422.44    10568.95     48060.68     42098     1505.7      8.3
                 TENNESSE            TN      1976     24632.07    10093.20     3612.72    10926.15     51076.68     45309     1575.4      6.0
                 TENNESSE            TN      1977     25153.79    10262.04     3728.89    11162.86     52181.92     47941     1648.1      6.3
                 TENNESSE            TN      1978     25444.07    10346.22     3836.06    11261.78     53812.70     51630     1737.0      5.8
                 TENNESSE            TN      1979     25820.64    10412.39     3996.54    11411.71     55904.10     52759     1777.3      5.8
                 TENNESSE            TN      1980     26011.90    10468.24     4055.87    11487.78     58207.51     51810     1746.6      7.3
                 TENNESSE            TN      1981     26321.05    10514.67     4196.88    11609.50     58678.19     52804     1755.4      9.1
                 TENNESSE            TN      1982     26467.14    10529.66     4342.69    11594.79     60244.50     51967     1703.0     12.0
                 TENNESSE            TN      1983     26394.65    10509.67     4476.56    11408.41     61160.01     54217     1719.0     12.0
                 TENNESSE            TN      1984     26261.07    10523.47     4538.01    11199.59     62031.97     58810     1812.0      8.6
                 TENNESSE            TN      1985     26236.06    10639.21     4527.33    11069.53     63885.31     61337     1867.8      8.0
                 TENNESSE            TN      1986     26281.46    10744.85     4533.62    11003.00     65065.24     64124     1929.8      8.0
                 TEXAS               TX      1970     53639.88    25941.91     8352.71    19345.25    213676.41    160922     3624.9      4.4
                 TEXAS               TX      1971     55700.45    26813.21     8689.06    20198.19    220715.86    164088     3683.5      4.9
                 TEXAS               TX      1972     57213.27    27558.66     8884.14    20770.47    224933.82    172360     3884.4      4.5
                 TEXAS               TX      1973     59134.01    28414.53     8972.86    21746.62    229705.43    183467     4141.7      3.9
                 TEXAS               TX      1974     60974.12    28683.18     9108.26    23182.68    237780.47    189079     4360.2      4.3
                 TEXAS               TX      1975     62734.61    28964.12     9410.71    24359.78    245917.64    193920     4462.9      5.6
                 TEXAS               TX      1976     64422.93    29304.44     9852.87    25265.62    270830.23    205542     4683.7      5.7
                 TEXAS               TX      1977     65863.92    29426.06    10229.27    26208.59    274770.61    218733     4906.8      5.3
                 TEXAS               TX      1978     67133.78    29487.23    10579.21    27067.33    283942.50    232319     5271.6      4.8
                 TEXAS               TX      1979     69034.04    29851.00    11113.25    28069.78    295486.62    240424     5601.8      4.2
                 TEXAS               TX      1980     71409.31    30308.65    11992.75    29107.92    308526.88    244359     5851.2      5.2
                 TEXAS               TX      1981     74168.05    30933.18    12624.39    30610.47    334167.45    254691     6180.0      5.3
                 TEXAS               TX      1982     76260.44    31570.69    13030.77    31658.99    349440.59    254508     6263.4      6.9
                 TEXAS               TX      1983     78159.02    32349.61    13466.37    32343.03    359069.09    257245     6193.6      8.0
                 TEXAS               TX      1984     80067.98    32880.15    13775.33    33412.51    364324.47    273685     6492.4      5.9
                 TEXAS               TX      1985     82196.09    33234.72    14101.13    34860.23    375341.60    283388     6663.1      7.0
                 TEXAS               TX      1986     84303.17    33451.67    14704.89    36146.60    362209.94    276313     6564.2      8.9
                 UTAH                UT      1970      6494.16     3117.57      652.40     2724.19     11252.62     10750      357.0      6.1
                 UTAH                UT      1971      6666.03     3281.38      639.42     2745.23     11621.13     11242      369.3      6.4
                 UTAH                UT      1972      6773.32     3381.43      626.52     2765.36     11981.62     12083      393.0      6.1
                 UTAH                UT      1973      6928.74     3497.85      599.48     2831.40     12493.50     12850      414.8      5.7
                 UTAH                UT      1974      7072.53     3583.37      592.91     2896.24     13079.28     13267      434.1      5.9
                 UTAH                UT      1975      7239.52     3626.31      599.94     3013.28     13616.96     13482      440.3      6.5
                 UTAH                UT      1976      7373.63     3624.95      606.43     3142.26     16090.73     14315      462.8      5.7
                 UTAH                UT      1977      7547.71     3670.07      608.15     3269.49     16584.22     15324      488.7      5.3
                 UTAH                UT      1978      7716.92     3711.33      632.13     3373.46     17142.71     16611      525.4      3.8
                 UTAH                UT      1979      7893.14     3721.36      672.08     3499.69     17874.79     17291      548.4      4.3
                 UTAH                UT      1980      8057.45     3734.37      706.28     3616.81     18707.02     17639      550.8      6.3
                 UTAH                UT      1981      8334.41     3801.07      723.09     3810.25     19165.89     18093      558.0      6.7
                 UTAH                UT      1982      8606.09     3841.88      727.72     4036.49     19798.38     17892      560.9      7.8
                 UTAH                UT      1983      8908.45     3867.21      731.40     4309.84     20132.57     18570      566.9      9.2
                 UTAH                UT      1984      9453.63     3925.74      746.32     4781.57     20339.64     20177      601.2      6.5
                 UTAH                UT      1985     10311.40     4014.23      807.78     5489.39     20850.77     20920      624.3      5.9
                 UTAH                UT      1986     11392.00     4150.02      867.39     6374.59     22757.30     21193      634.1      6.0
                 VERMONT             VT      1970      2627.12     1827.14      261.49      538.49      4052.71      4354      147.9      4.9
                 VERMONT             VT      1971      2756.19     1881.33      256.48      618.38      4250.30      4438      148.1      6.8
                 VERMONT             VT      1972      2894.58     1940.72      264.67      689.19      4402.86      4611      153.6      6.5
                 VERMONT             VT      1973      2967.25     1965.24      272.79      729.22      4577.60      4801      161.3      5.6
                 VERMONT             VT      1974      3025.15     2004.94      276.93      743.27      4806.48      4652      162.8      6.9
                 VERMONT             VT      1975      3083.07     2014.34      276.54      792.19      5017.84      4528      162.1      9.4
                 VERMONT             VT      1976      3075.61     2009.05      268.07      798.49      4790.14      4760      168.4      8.7
                 VERMONT             VT      1977      3055.26     1998.08      262.76      794.41      4805.94      4913      178.4      7.0
                 VERMONT             VT      1978      3019.42     1989.61      255.73      774.08      4926.20      5363      190.6      5.9
                 VERMONT             VT      1979      3020.06     1968.36      261.21      790.48      5105.86      5569      197.9      5.1
                 VERMONT             VT      1980      3032.36     1941.41      269.08      821.87      5308.11      5634      200.1      6.4
                 VERMONT             VT      1981      3016.79     1912.68      280.15      823.96      5514.75      5875      204.3      5.7
                 VERMONT             VT      1982      2983.19     1875.51      287.47      820.21      5671.16      5871      202.9      6.9
                 VERMONT             VT      1983      2950.98     1857.38      292.00      801.59      5756.72      6261      206.4      6.9
                 VERMONT             VT      1984      2927.85     1847.43      304.49      775.93      5832.70      6669      214.9      5.2
                 VERMONT             VT      1985      2925.39     1838.69      323.36      763.34      6001.79      7142      224.7      4.8
                 VERMONT             VT      1986      2936.44     1830.16      335.51      770.78      6939.39      7585      234.4      4.7
                 VIRGINIA            VA      1970     20732.56    11264.21     2677.11     6791.24     34706.84     48269     1518.9      3.4
                 VIRGINIA            VA      1971     21582.28    11608.60     2716.73     7256.95     36795.57     50049     1567.2      3.6
                 VIRGINIA            VA      1972     22348.28    11917.89     2788.37     7642.02     38243.38     52927     1655.2      3.6
                 VIRGINIA            VA      1973     22927.00    12172.65     2853.28     7901.07     39992.09     56762     1753.4      3.6
                 VIRGINIA            VA      1974     23570.72    12581.86     2903.27     8085.60     42155.45     57441     1804.3      4.0
                 VIRGINIA            VA      1975     24524.64    13035.16     3042.39     8447.10     44147.96     57290     1778.7      6.4
                 VIRGINIA            VA      1976     25440.39    13397.64     3306.99     8735.77     48475.72     60122     1848.1      5.9
                 VIRGINIA            VA      1977     26020.05    13663.61     3556.38     8800.06     49402.95     63151     1930.4      5.3
                 VIRGINIA            VA      1978     26621.80    13983.04     3787.02     8851.74     50991.39     66445     2033.5      5.4
                 VIRGINIA            VA      1979     27058.08    14155.94     3969.02     8933.12     53106.81     68123     2115.0      4.7
                 VIRGINIA            VA      1980     27606.76    14326.92     4212.09     9067.75     55464.07     68787     2157.2      5.0
                 VIRGINIA            VA      1981     27993.19    14398.22     4404.46     9190.51     57163.94     70711     2160.8      6.1
                 VIRGINIA            VA      1982     28206.71    14410.54     4615.59     9180.58     58820.49     70375     2146.4      7.7
                 VIRGINIA            VA      1983     28109.50    14296.38     4742.34     9070.77     59774.36     74360     2206.9      6.1
                 VIRGINIA            VA      1984     28031.46    14265.90     4743.87     9021.70     60756.37     79329     2333.3      5.0
                 VIRGINIA            VA      1985     27922.62    14248.70     4740.24     8933.68     62710.66     83143     2454.7      5.6
                 VIRGINIA            VA      1986     28000.68    14253.92     4786.93     8959.83     71355.78     88171     2557.7      5.0
                 WASHINGTON          WA      1970     25751.49     8657.13     3436.60    13657.76     37406.43     39224     1079.4      9.1
                 WASHINGTON          WA      1971     26775.46     9022.43     3514.56    14238.46     39258.70     38966     1064.5     10.0
                 WASHINGTON          WA      1972     27853.91     9398.12     3556.74    14899.05     40764.39     40535     1100.1      9.5
                 WASHINGTON          WA      1973     28392.60     9681.89     3549.61    15161.10     42227.19     43470     1152.3      7.7
                 WASHINGTON          WA      1974     29137.60    10078.96     3651.21    15407.43     44463.18     45385     1199.1      7.2
                 WASHINGTON          WA      1975     29497.89    10208.42     3728.15    15561.32     46519.96     46367     1225.7      9.5
                 WASHINGTON          WA      1976     29997.51    10297.58     3849.45    15850.49     50312.30     48697     1282.9      8.7
                 WASHINGTON          WA      1977     30862.78    10279.83     4336.53    16246.42     51506.38     51511     1367.0      8.8
                 WASHINGTON          WA      1978     31968.10    10394.74     4759.35    16814.01     52994.95     56875     1485.4      6.9
                 WASHINGTON          WA      1979     33454.73    10470.75     4823.12    18160.86     54907.23     60175     1581.2      6.8
                 WASHINGTON          WA      1980     35106.09    10631.04     4916.60    19558.46     57001.52     59796     1608.3      7.9
                 WASHINGTON          WA      1981     36528.00    10769.82     4963.37    20794.81     60190.96     58977     1612.0      9.5
                 WASHINGTON          WA      1982     37941.50    10912.53     4852.84    22176.13     61677.79     56745     1568.6     12.0
                 WASHINGTON          WA      1983     39515.57    11058.86     4830.54    23626.17     62465.52     58828     1586.1     11.0
                 WASHINGTON          WA      1984     40454.47    11335.77     4817.01    24301.68     63256.31     61507     1659.6      9.5
                 WASHINGTON          WA      1985     40775.81    11478.52     4890.40    24406.90     64929.03     63664     1710.4      8.1
                 WASHINGTON          WA      1986     41136.36    11738.08     5042.96    24355.32     66033.81     67158     1769.9      8.2
                 WEST_VIRGINIA       WV      1970      6482.87     4049.12      594.58     1839.17     24310.26     18063      516.5      6.1
                 WEST_VIRGINIA       WV      1971      7051.17     4439.47      573.20     2038.49     25312.77     18438      520.0      6.5
                 WEST_VIRGINIA       WV      1972      7652.54     4937.39      568.23     2146.91     26202.33     19314      540.5      6.5
                 WEST_VIRGINIA       WV      1973      8245.21     5519.66      562.16     2163.39     27227.32     19741      561.6      5.7
                 WEST_VIRGINIA       WV      1974      8735.95     6023.03      552.03     2160.88     28458.57     19041      572.4      5.9
                 WEST_VIRGINIA       WV      1975      9220.62     6401.46      555.39     2263.77     29691.14     19029      574.7      8.5
                 WEST_VIRGINIA       WV      1976      9624.86     6667.31      571.10     2386.45     32491.78     20292      596.3      7.5
                 WEST_VIRGINIA       WV      1977      9942.15     6874.36      571.08     2496.71     33448.52     21193      611.6      7.1
                 WEST_VIRGINIA       WV      1978     10115.55     6973.03      577.99     2564.53     34622.97     22036      633.1      6.2
                 WEST_VIRGINIA       WV      1979     10457.33     7117.63      598.26     2741.45     35916.40     22592      658.6      6.7
                 WEST_VIRGINIA       WV      1980     10705.18     7254.08      607.48     2843.63     37252.50     22349      645.9      7.9
                 WEST_VIRGINIA       WV      1981     10943.56     7400.82      636.76     2905.97     34681.29     22053      628.5     11.0
                 WEST_VIRGINIA       WV      1982     11059.62     7502.31      686.36     2870.96     35504.01     21370      607.8     14.0
                 WEST_VIRGINIA       WV      1983     11078.85     7550.99      756.21     2771.64     35932.73     20822      582.3     18.0
                 WEST_VIRGINIA       WV      1984     11072.89     7561.72      808.86     2702.30     36068.20     21615      596.6     15.0
                 WEST_VIRGINIA       WV      1985     11000.70     7542.71      821.89     2636.10     36549.44     21629      597.2     13.0
                 WEST_VIRGINIA       WV      1986     10984.38     7544.99      834.01     2605.38     35781.74     21705      597.5     12.0
                 WISCONSIN           WI      1970     23565.08     9690.08     3968.16     9906.84     39311.00     45301     1530.4      3.9
                 WISCONSIN           WI      1971     24271.67     9903.02     3987.80    10380.86     40880.50     46505     1525.4      4.5
                 WISCONSIN           WI      1972     24747.06    10041.03     3995.29    10710.74     42260.97     48879     1580.8      4.2
                 WISCONSIN           WI      1973     25226.91    10214.01     4078.00    10934.89     43778.56     52062     1660.5      4.1
                 WISCONSIN           WI      1974     25539.33    10420.38     4170.32    10948.63     45934.43     51830     1703.4      4.6
                 WISCONSIN           WI      1975     25799.34    10502.77     4290.18    11006.39     47948.09     50930     1676.8      6.9
                 WISCONSIN           WI      1976     25842.14    10498.44     4359.98    10983.72     48872.43     53853     1725.9      5.6
                 WISCONSIN           WI      1977     25945.01    10554.33     4401.65    10989.03     50089.81     57055     1798.9      4.9
                 WISCONSIN           WI      1978     25858.17    10580.21     4415.95    10862.01     51469.93     59908     1887.0      5.1
                 WISCONSIN           WI      1979     25885.94    10564.08     4500.91    10820.95     53386.11     61689     1960.2      4.5
                 WISCONSIN           WI      1980     25894.16    10593.25     4507.19    10793.72     55505.34     60255     1938.1      7.2
                 WISCONSIN           WI      1981     25984.74    10647.18     4586.04    10751.52     54915.52     60815     1923.2      7.8
                 WISCONSIN           WI      1982     26034.63    10705.66     4668.07    10660.90     56262.51     59558     1866.7     11.0
                 WISCONSIN           WI      1983     26289.52    10843.84     4789.47    10656.21     56912.51     61053     1864.6     10.0
